Latitude,Longitude
28.63736,77.24403762
28.644935,77.21078617
28.63736,77.24403762
28.65256,77.1916819
28.65256,77.1916819
28.65256,77.1916819
28.62341,77.22255833
28.62341,77.22255833
28.62341,77.22255833
28.62341,77.22255833
28.62341,77.22255833
28.652995,77.16754503
28.63736,77.24403762
28.5921255,77.23409
28.65256,77.1916819
28.62341,77.22255833
28.63736,77.24403762
28.65256,77.1916819
28.61052,77.21019734
28.65597,77.22477858
28.63642,77.16063718
28.63736,77.24403762
28.63642,77.16063718
28.63736,77.24403762
28.65597,77.22477858
28.62341,77.22255833
28.65256,77.1916819
28.62341,77.22255833
28.62341,77.22255833
28.65256,77.1916819
28.63736,77.24403762
28.644935,77.21078617
28.63642,77.16063718
28.61052,77.21019734
28.62341,77.22255833
28.644935,77.21078617
28.5921255,77.23409
28.62341,77.22255833
28.652995,77.16754503
28.652995,77.16754503
28.652995,77.16754503
28.652995,77.16754503
28.62341,77.22255833
28.62341,77.22255833
28.62341,77.22255833
28.63721,77.18348809
28.63736,77.24403762
28.6341,77.21689
28.62341,77.22255833
28.62341,77.22255833
28.65256,77.1916819
28.62341,77.22255833
28.62341,77.22255833
28.61052,77.21019734
28.62341,77.22255833
28.644935,77.21078617
28.61052,77.21019734
28.6341,77.21689
28.635245,77.28692322
28.653865,77.28534
28.66548174,77.291945
28.66548174,77.291945
28.687045,77.25307142
28.66548174,77.291945
28.687045,77.25307142
28.601305,77.28453694
28.730395,77.258785
28.685065,77.32361255
28.66548174,77.291945
28.685065,77.32361255
28.657435,77.26077132
28.657435,77.26077132
28.657435,77.26077132
28.612165,77.3295454
28.687045,77.25307142
28.730395,77.258785
28.66548174,77.291945
28.653865,77.28534
28.601305,77.28453694
28.687045,77.25307142
28.687045,77.25307142
28.685065,77.32361255
28.685065,77.32361255
28.730395,77.258785
28.657435,77.26077132
28.601305,77.28453694
28.601305,77.28453694
28.730395,77.258785
28.730395,77.258785
28.653865,77.28534
28.635245,77.28692322
28.66548174,77.291945
28.697675,77.30785956
28.66548174,77.291945
28.635245,77.28692322
28.697675,77.30785956
28.687045,77.25307142
28.601305,77.28453694
28.612165,77.3295454
28.697675,77.30785956
28.697675,77.30785956
28.685065,77.32361255
28.687045,77.25307142
28.635245,77.28692322
28.685065,77.32361255
28.601305,77.28453694
28.657435,77.26077132
28.657435,77.26077132
28.653865,77.28534
28.66548174,77.291945
28.730395,77.258785
28.687045,77.25307142
28.66548174,77.291945
28.66548174,77.291945
28.635245,77.28692322
28.657435,77.26077132
28.66548174,77.291945
28.730395,77.258785
28.635245,77.28692322
28.66548174,77.291945
28.601305,77.28453694
28.685065,77.32361255
28.612165,77.3295454
28.66548174,77.291945
28.685065,77.32361255
28.687045,77.25307142
28.635245,77.28692322
28.65597,77.22477858
28.67457954,77.198965
28.75738807,77.20584
28.67457954,77.198965
28.65597,77.22477858
28.65597,77.22477858
28.68975815,77.22032
28.65597,77.22477858
28.65597,77.22477858
28.67457954,77.198965
28.68975815,77.22032
28.67457954,77.198965
28.75738807,77.20584
28.67457954,77.198965
28.75738807,77.20584
28.67457954,77.198965
28.67457954,77.198965
28.67457954,77.198965
28.68975815,77.22032
28.67457954,77.198965
28.67457954,77.198965
28.67457954,77.198965
28.67457954,77.198965
28.65597,77.22477858
28.67457954,77.198965
28.68975815,77.22032
28.72299978,77.171315
28.811555,77.16110862
28.694805,77.13091313
28.69200139,77.173415
28.792605,77.02346046
28.7529,77.15242542
28.811555,77.16110862
28.811555,77.16110862
28.84024,77.09521166
28.792605,77.02346046
28.792605,77.02346046
28.71357,77.06360046
28.72299978,77.171315
28.84024,77.09521166
28.71357,77.06360046
28.742325,77.01187397
28.7529,77.15242542
28.7093922,77.200315
28.7093922,77.200315
28.680615,77.15413322
28.742325,77.01187397
28.792605,77.02346046
28.7093922,77.200315
28.7093922,77.200315
28.71463,77.15233871
28.792605,77.02346046
28.811555,77.16110862
28.782385,77.1034799
28.680615,77.15413322
28.72299978,77.171315
28.72299978,77.171315
28.72299978,77.171315
28.792605,77.02346046
28.742325,77.01187397
28.811555,77.16110862
28.742325,77.01187397
28.84024,77.09521166
28.742325,77.01187397
28.792605,77.02346046
28.680615,77.15413322
28.811555,77.16110862
28.782385,77.1034799
28.782385,77.1034799
28.742325,77.01187397
28.84024,77.09521166
28.742325,77.01187397
28.693295,77.09015563
28.693295,77.09015563
28.693295,77.09015563
28.693295,77.09015563
28.694805,77.13091313
28.7093922,77.200315
28.7093922,77.200315
28.742325,77.01187397
28.811555,77.16110862
28.72299978,77.171315
28.65597,77.22477858
28.792605,77.02346046
28.84024,77.09521166
28.84024,77.09521166
28.782385,77.1034799
28.69200139,77.173415
28.7093922,77.200315
28.742325,77.01187397
28.680615,77.15413322
28.811555,77.16110862
28.7529,77.15242542
28.71357,77.06360046
28.71357,77.06360046
28.792605,77.02346046
28.680615,77.15413322
28.71713321,77.10921
28.742325,77.01187397
28.792605,77.02346046
28.680615,77.15413322
28.694805,77.13091313
28.742325,77.01187397
28.71713321,77.10921
28.71713321,77.10921
28.735485,77.1262161
28.71713321,77.10921
28.71713321,77.10921
28.7529,77.15242542
28.680615,77.15413322
28.694805,77.13091313
28.69200139,77.173415
28.681115,77.11495053
28.694805,77.13091313
28.694805,77.13091313
28.71463,77.15233871
28.71463,77.15233871
28.69200139,77.173415
28.84024,77.09521166
28.7529,77.15242542
28.694805,77.13091313
28.71357,77.06360046
28.71357,77.06360046
28.71357,77.06360046
28.811555,77.16110862
28.69200139,77.173415
28.56856247,77.2834
28.50009081,77.24667
28.53942604,77.255575
28.53942604,77.255575
28.5921255,77.23409
28.56946,77.23790445
28.55658348,77.22079
28.509425,77.2967844
28.509425,77.2967844
28.50009081,77.24667
28.5921255,77.23409
28.53585278,77.27587
28.532385,77.21376005
28.53942604,77.255575
28.50009081,77.24667
28.50009081,77.24667
28.50009081,77.24667
28.59147272,77.26157
28.56946,77.23790445
28.50009081,77.24667
28.50009081,77.24667
28.56306344,77.251355
28.56306344,77.251355
28.55658348,77.22079
28.5921255,77.23409
28.53942604,77.255575
28.54455457,77.239265
28.54455457,77.239265
28.55658348,77.22079
28.50009081,77.24667
28.57899,77.25750816
28.59147272,77.26157
28.509425,77.2967844
28.56856247,77.2834
28.57899,77.25750816
28.57899,77.25750816
28.54455457,77.239265
28.53942604,77.255575
28.5921255,77.23409
28.50009081,77.24667
28.56946,77.23790445
28.56946,77.23790445
28.53942604,77.255575
28.5921255,77.23409
28.5921255,77.23409
28.532385,77.21376005
28.528615,77.31884528
28.532385,77.21376005
28.54455457,77.239265
28.509425,77.2967844
28.56306344,77.251355
28.53942604,77.255575
28.55658348,77.22079
28.56856247,77.2834
28.53585278,77.27587
28.53585278,77.27587
28.532385,77.21376005
28.5921255,77.23409
28.57899,77.25750816
28.509425,77.2967844
28.532385,77.21376005
28.50009081,77.24667
28.55658348,77.22079
28.5921255,77.23409
28.55658348,77.22079
28.532385,77.21376005
28.56306344,77.251355
28.528615,77.31884528
28.532385,77.21376005
28.532385,77.21376005
28.56306344,77.251355
28.56856247,77.2834
28.50009081,77.24667
28.53942604,77.255575
28.53942604,77.255575
28.509425,77.2967844
28.56856247,77.2834
28.598765,77.13321042
28.598765,77.13321042
28.511725,77.10633271
28.58518139,77.05378
28.59497,77.18358938
28.56395,77.19689093
28.598765,77.13321042
28.46376031,77.140015
28.46376031,77.140015
28.62824021,77.13835
28.55994513,77.002435
28.562175,77.05613647
28.62824021,77.13835
28.562175,77.05613647
28.598765,77.13321042
28.529145,77.05696852
28.457945,77.2057169
28.598765,77.13321042
28.598765,77.13321042
28.645965,76.95507344
28.59497,77.18358938
28.457945,77.2057169
28.457945,77.2057169
28.55994513,77.002435
28.62824021,77.13835
28.62824021,77.13835
28.62824021,77.13835
28.62824021,77.13835
28.598765,77.13321042
28.457945,77.2057169
28.56646562,76.892945
28.598765,77.13321042
28.562175,77.05613647
28.62824021,77.13835
28.62824021,77.13835
28.62824021,77.13835
28.58518139,77.05378
28.457945,77.2057169
28.493245,77.16019125
28.62824021,77.13835
28.493245,77.16019125
28.62824021,77.13835
28.54443903,77.190415
28.54684,77.10229259
28.54443903,77.190415
28.54443903,77.190415
28.54684,77.10229259
28.54443903,77.190415
28.50032733,77.20637
28.59873556,77.08674
28.56646562,76.892945
28.54081385,77.16753
28.54081385,77.16753
28.62824021,77.13835
28.46376031,77.140015
28.62824021,77.13835
28.62824021,77.13835
28.58283432,76.968885
28.60056,77.03391258
28.62824021,77.13835
28.54684,77.10229259
28.58283432,76.968885
28.62824021,77.13835
28.57524,77.20395416
28.57524,77.20395416
28.598765,77.13321042
28.493245,77.16019125
28.57524,77.20395416
28.54684,77.10229259
28.50032733,77.20637
28.59497,77.18358938
28.56646562,76.892945
28.46376031,77.140015
28.527255,77.14925003
28.61860804,77.117805
28.493245,77.16019125
28.62824021,77.13835
28.59497,77.18358938
28.62824021,77.13835
28.54081385,77.16753
28.60056,77.03391258
28.54443903,77.190415
28.58283432,76.968885
28.59497,77.18358938
28.54684,77.10229259
28.604185,77.10088338
28.62824021,77.13835
28.62824021,77.13835
28.62824021,77.13835
28.56395,77.19689093
28.50032733,77.20637
28.57524,77.20395416
28.54684,77.10229259
28.59873556,77.08674
28.62824021,77.13835
28.62824021,77.13835
28.493245,77.16019125
28.598765,77.13321042
28.56731379,77.1752
28.62824021,77.13835
28.566305,77.18532575
28.56731379,77.1752
28.56731379,77.1752
28.56731379,77.1752
28.56731379,77.1752
28.56731379,77.1752
28.56731379,77.1752
28.56731379,77.1752
28.566305,77.18532575
28.598765,77.13321042
28.562175,77.05613647
28.511725,77.10633271
28.56646562,76.892945
28.62824021,77.13835
28.56395,77.19689093
28.457945,77.2057169
28.604185,77.10088338
28.54684,77.10229259
28.57524,77.20395416
28.457945,77.2057169
28.529145,77.05696852
28.61860804,77.117805
28.598765,77.13321042
28.59497,77.18358938
28.598765,77.13321042
28.598765,77.13321042
28.493245,77.16019125
28.62824021,77.13835
28.493245,77.16019125
28.54443903,77.190415
28.62824021,77.13835
28.56646562,76.892945
28.527255,77.14925003
28.527255,77.14925003
28.568235,77.14948146
28.568235,77.14948146
28.62167,77.08356147
28.643545,77.0857169
28.66717,77.130533
28.62167,77.08356147
28.65532603,77.143685
28.643545,77.0857169
28.65532603,77.143685
28.62936902,77.04976
28.62167,77.08356147
28.65532603,77.143685
28.65532603,77.143685
28.643545,77.0857169
28.61860804,77.117805
28.61860804,77.117805
28.61860804,77.117805
28.65532603,77.143685
28.65532603,77.143685
28.64734698,77.117525
28.62167,77.08356147
28.62167,77.08356147
28.64734698,77.117525
28.66732,77.10519309
28.62936902,77.04976
28.66814136,77.08271
28.65532603,77.143685
28.65532603,77.143685
28.643545,77.0857169
28.643545,77.0857169
28.65532603,77.143685
28.643545,77.0857169
28.66732,77.10519309
28.66732,77.10519309
28.643545,77.0857169
28.65532603,77.143685
28.62936902,77.04976
28.668135,77.01632058
28.65532603,77.143685
28.668135,77.01632058
28.65532603,77.143685
28.668135,77.01632058
28.65532603,77.143685
28.66732,77.10519309
28.66732,77.10519309
28.65532603,77.143685
28.66717,77.130533
28.66717,77.130533
28.64734698,77.117525
28.64734698,77.117525
28.65532603,77.143685
28.65532603,77.143685
28.66717,77.130533
28.64734698,77.117525
28.64734698,77.117525
28.66814136,77.08271
28.65532603,77.143685
28.643545,77.0857169
28.643545,77.0857169
28.62936902,77.04976
28.643545,77.0857169
28.643545,77.0857169
28.65532603,77.143685
